date,discharge,precipitation,ETp,precip_7d,precip_30d,precip_surplus
2010-12-31,0.2822135777031964,0.0604439723634912,0.0932014921767259,0.23445330351451432,1.1710032716917314,-0.032757519813234694
2011-01-01,0.7828140288371022,0.5169252693310749,0.0663204130263044,0.4188589022051282,1.6241941400565874,0.45060485630477043
2011-01-02,0.4189903832042989,0.0,0.0556813766719881,0.5119439587867011,1.5551695322881542,-0.0556813766719881
2011-01-03,0.522712253374004,0.3604439723634912,0.0456889262421612,1.3556763308744704,1.8095194551320424,0.31475504612133
2011-01-04,0.511620822601061,1.1564812969675835,0.0547080730193327,1.419036145593387,1.7698858678602287,1.1017732239482507
2011-01-05,0.5588443655995103,0.977369241694566,0.0725644441559191,1.478347924986619,1.6813915744672172,0.9048047975386468
2011-01-06,0.4461813810406975,6.418070563401087,0.0767079345377772,1.478347924986619,1.6013253090163975,6.34136262886331
2011-01-07,0.4575076164762431,0.5039626753959076,0.0882085487874679,1.4268559289346918,1.5285377949701975,0.4157541266084397
2011-01-08,0.4595497991338797,0.932107725083698,0.0643582038114009,1.3360568786146059,1.4620796299714933,0.8677495212722971
2011-01-09,0.7144580662044104,0.0,0.0418095932059261,1.2274220254198214,1.4011596453893478,-0.0418095932059261
2011-01-10,0.8247946308824361,0.0,0.0526054538301519,0.7215221909605413,1.3491132595737738,-0.0526054538301519
2011-01-11,0.7961299248347022,0.5208879447269824,0.0544331955779253,1.0816217262655383,1.354477711976755,0.4664547491490571
2011-01-12,0.1814916460517441,0.2169252693310748,0.0425794539364745,2.151614503472071,1.3099607086284186,0.1743458153946003
2011-01-13,1.4104499815091327,2.876771722186126,0.0345365527378799,2.216011047471103,1.263176397605975,2.842235169448246
2011-01-14,0.9712416810407284,3.0246594225308874,0.0846412419756758,3.0922207822536945,1.219618590791976,2.9400181805552115
2011-01-15,1.2623963731330323,8.422057165529425,0.0909351312847959,3.1687341182880666,1.178964637765577,8.331122034244629
2011-01-16,2.3818152439512312,0.4507758079932245,0.1001981507225401,3.137744794097913,1.1769498386867938,0.35057765727068435
2011-01-17,2.9047221380323927,6.133468143478144,0.0783659325687754,2.726777405214181,1.159718996375758,6.055102210909368
2011-01-18,2.5679257448791732,1.0564812969675836,0.0908165344754481,2.2946832019954826,1.160283172020127,0.9656647624921355
2011-01-19,3.6176786902101594,0.0,0.0657772659032195,1.0915321783484215,1.1664373835753061,-0.0657772659032195
2011-01-20,3.696267192876274,0.0,0.0817023473980883,1.0271356343493894,1.143149397521788,-0.0817023473980883
2011-01-21,3.0712635240534207,0.0,0.0671570255591716,0.1652116138525117,1.467172622426287,-0.0671570255591716
2011-01-22,2.756464620344032,0.0,0.0849630590985518,0.22694128886446863,1.2741233847696292,-0.0849630590985518
2011-01-23,2.576119191789993,0.0,0.1071227307356853,0.24872966337470806,1.5983272642850401,-0.1071227307356853
2011-01-24,2.286462924189298,0.1,0.0918217254279478,0.24872966337470806,1.5830372256588723,0.00817827457205221
2011-01-25,2.161145204130214,1.488589022051282,0.1061492948544691,0.24872966337470806,1.5830372256588723,1.382439727196813
2011-01-26,1.50967657820401,0.152518621571676,0.0753082954717311,0.24872966337470806,1.5830372256588723,0.07721032609994491
2011-01-27,1.6052482549533742,0.0,0.0979346703076182,0.24872966337470806,1.6208839641471589,-0.0979346703076182
2011-01-28,1.789103395306317,0.0,0.1224720426350355,0.23444394908899377,1.6403197885027896,-0.1224720426350355
