date,discharge,precipitation,ETp,precip_7d,precip_30d,precip_surplus
1988-01-01,1.7209110680266375,2.2,0.5300498252981818,5.725,4.073333333333333,1.6699501747018184
1988-01-02,2.2534549439433533,14.5,0.637683965691327,4.8,3.8625000000000003,13.862316034308673
1988-01-03,3.0056586023771388,5.0,0.4994421340648319,5.8999999999999995,3.6647058823529415,4.500557865935168
1988-01-04,3.1849940150046363,1.2,0.2176154299417368,5.6571428571428575,3.6333333333333337,0.9823845700582632
1988-01-05,2.921416842282728,1.1,0.0379333138831274,5.442857142857142,3.5052631578947366,1.0620666861168726
1988-01-06,2.7518894040293347,11.4,0.4192504836696205,3.4285714285714284,3.375,10.98074951633038
1988-01-07,3.2313633988030004,4.2,0.3943291967459371,3.1000000000000005,3.2333333333333334,3.805670803254063
1988-01-08,3.376273792463963,0.7000000000000001,0.2060860709885806,4.9142857142857155,3.2818181818181817,0.4939139290114195
1988-01-09,3.122771642923375,0.4,0.3858747091854352,4.971428571428571,3.465217391304348,0.014125290814564817
1988-01-10,2.9121186883587624,2.7,0.4233856855933844,3.4714285714285715,3.545833333333333,2.2766143144066158
1988-01-11,3.10298575402512,13.9,0.4675984218829435,2.9857142857142853,3.92,13.432401578117057
1988-01-12,3.290672511169181,1.5,0.2694553101175672,2.9714285714285715,3.8500000000000005,1.2305446898824328
1988-01-13,3.1672474079069377,0.9,0.367782801376262,3.0142857142857147,3.7259259259259263,0.5322171986237381
1988-01-14,2.921416842282728,0.8,0.2243893345930657,2.6999999999999997,3.9107142857142856,0.5756106654069344
1988-01-15,2.651042063558965,0.6000000000000001,0.2272771115611332,1.1571428571428573,3.8482758620689657,0.3727228884388669
1988-01-16,2.4339799376211757,0.7000000000000001,0.3762785619048475,1.1142857142857143,4.0,0.3237214380951526
1988-01-17,2.25954851218073,0.5,0.3561875233416527,1.1142857142857143,3.9566666666666666,0.1438124766583473
1988-01-18,2.177030430751075,3.1,0.3463247623750148,1.0571428571428572,3.6333333333333333,2.7536752376249853
1988-01-19,2.1369488325044257,1.2,0.3905486877534295,1.5857142857142859,3.6933333333333334,0.8094513122465705
1988-01-20,2.050012307173565,0.9,0.3426178737278091,2.557142857142857,3.7299999999999995,0.557382126272191
