date,PET,rain,flow
2019-02-07,inf,0.0,38188800.0
2019-02-08,inf,0.0,37152000.0
2019-02-09,inf,0.0,35078400.0
2019-02-10,inf,0.0,31449600.0
2019-02-11,inf,0.0,29894400.0
2019-02-12,inf,0.0,29635200.0
2019-02-13,inf,0.0,32486400.0
2019-02-14,inf,0.0,35078400.0
2019-02-15,inf,0.0,37670400.0
2019-02-16,inf,0.0,37152000.0
2019-02-17,inf,0.0,35596800.0
2019-02-18,inf,0.0,36115200.0
2019-02-19,inf,0.0,34560000.0
2019-02-20,inf,0.0,36633600.0
2019-02-21,inf,0.0,34560000.0
2019-02-22,inf,0.0,35078400.0
2019-02-23,inf,0.0,33523200.0
2019-02-24,inf,0.0,33523200.0
2019-02-25,inf,0.0,33264000.0
2019-02-26,inf,0.0,31968000.0
2019-02-27,inf,0.0,31449600.0
2019-02-28,inf,0.0,28771200.0
2019-03-01,inf,0.0,27648000.0
2019-03-02,inf,0.0,27820800.0
2019-03-03,inf,0.0,26438400.0
2019-03-04,inf,0.0,26265600.0
2019-03-05,inf,0.0,25488000.0
2019-03-06,inf,0.0,26438400.0
2019-03-07,inf,0.0,26697600.0
2019-03-08,inf,0.0,24883200.0
2019-03-09,inf,0.0,24710400.0
2019-03-10,inf,0.0,24883200.0
2019-03-11,inf,0.0,24883200.0
2019-03-12,inf,0.0,25142400.0
2019-03-13,inf,0.0,24883200.0
2019-03-14,inf,0.0,25660800.0
2019-03-15,inf,0.0,26438400.0
2019-03-16,inf,0.0,27475200.0
2019-03-17,inf,0.0,27475200.0
2019-03-18,inf,0.0,27820800.0
2019-03-19,inf,0.0,27820800.0
2019-03-20,inf,0.0,29030400.0
2019-03-21,inf,0.0,30412800.0
2019-03-22,inf,0.0,28771200.0
2019-03-23,inf,0.0,27475200.0
2019-03-24,inf,0.0,26697600.0
2019-03-25,inf,0.0,26697600.0
2019-03-26,inf,0.0,26697600.0
2019-03-27,inf,0.0,26438400.0
2019-03-28,inf,0.0,26265600.0
2019-03-29,inf,0.0,24710400.0
2019-03-30,inf,0.0,23587200.0
2019-03-31,inf,0.0,22377600.0
2019-04-01,inf,0.0,22032000.0
2019-04-02,inf,0.0,22809600.0
2019-04-03,inf,0.0,23155200.0
2019-04-04,inf,0.0,23414400.0
2019-04-05,inf,0.0,23155200.0
2019-04-06,inf,0.0,21427200.0
2019-04-07,inf,0.0,20822400.0
2019-04-08,inf,0.0,20822400.0
2019-04-09,inf,0.0,20822400.0
2019-04-10,inf,0.0,19526400.0
2019-04-11,inf,0.0,19267200.0
2019-04-12,inf,0.0,19699200.0
2019-04-13,inf,0.0,20476800.0
2019-04-14,inf,0.0,19267200.0
2019-04-15,inf,0.0,21254400.0
2019-04-16,inf,0.0,21081600.0
2019-04-17,inf,1.0,21600000.0
2019-04-18,inf,0.0,21081600.0
2019-04-19,inf,0.0,21427200.0
2019-04-20,inf,0.0,21859200.0
2019-04-21,inf,3.4,22204800.0
2019-04-22,inf,0.0,21254400.0
2019-04-23,inf,0.6,20822400.0
2019-04-24,inf,0.0,21600000.0
2019-04-25,inf,0.0,22032000.0
2019-04-26,inf,0.0,22204800.0
2019-04-27,inf,0.0,24883200.0
2019-04-28,inf,0.0,26697600.0
2019-04-29,inf,0.0,27820800.0
2019-04-30,inf,0.0,28252800.0
2019-05-01,inf,0.0,28771200.0
2019-05-02,inf,0.0,28598400.0
2019-05-03,inf,0.0,27820800.0
2019-05-04,inf,0.0,26697600.0
2019-05-05,inf,0.0,26438400.0
2019-05-06,inf,0.0,26438400.0
2019-05-07,inf,0.0,26265600.0
2019-05-08,inf,0.0,26697600.0
2019-05-09,inf,0.0,28252800.0
2019-05-10,inf,0.0,28598400.0
2019-05-11,inf,0.0,28252800.0
2019-05-12,inf,12.2,28598400.0
2019-05-13,inf,1.7999999999999998,30672000.0
2019-05-14,inf,61.0,33004800.0
2019-05-15,inf,2.0,35337600.0
2019-05-16,inf,0.4,36633600.0
2019-05-17,inf,0.0,35078400.0
2019-05-18,inf,0.0,35596800.0
2019-05-19,inf,0.0,34041600.0
2019-05-20,inf,0.0,32486400.0
2019-05-21,inf,1.4000000000000001,30412800.0
2019-05-22,inf,0.2,30672000.0
2019-05-23,inf,0.0,32227200.0
2019-05-24,inf,0.0,30931200.0
2019-05-25,inf,1.8,31968000.0
2019-05-26,inf,0.0,33782400.0
2019-05-27,inf,0.0,32745600.0
2019-05-28,inf,1.4,31449600.0
2019-05-29,inf,20.6,31968000.0
2019-05-30,inf,30.8,33264000.0
2019-05-31,inf,23.6,34300800.0
2019-06-01,inf,0.2,32745600.0
2019-06-02,inf,8.399999999999999,32745600.0
2019-06-03,inf,0.4,36115200.0
2019-06-04,inf,0.6,38448000.0
2019-06-05,inf,8.2,39225600.0
2019-06-06,inf,1.6,38966400.0
2019-06-07,inf,0.0,38966400.0
2019-06-08,inf,23.0,38966400.0
2019-06-09,inf,0.0,38188800.0
2019-06-10,inf,0.0,38966400.0
2019-06-11,inf,0.0,38966400.0
2019-06-12,inf,0.6000000000000001,36374400.0
2019-06-13,inf,0.0,29894400.0
2019-06-14,inf,0.2,26265600.0
2019-06-15,inf,0.8,22982400.0
2019-06-16,inf,0.4,23414400.0
2019-06-17,inf,0.0,24364800.0
2019-06-18,inf,0.0,27993600.0
2019-06-19,inf,1.2,31449600.0
2019-06-20,inf,0.0,36115200.0
2019-06-21,inf,0.0,36892800.0
2019-06-22,inf,0.0,35337600.0
2019-06-23,inf,0.0,36115200.0
2019-06-24,inf,0.0,34300800.0
2019-06-25,inf,0.0,35078400.0
2019-06-26,inf,0.0,33523200.0
2019-06-27,inf,13.6,30153600.0
2019-06-28,inf,3.4,29203200.0
2019-06-29,inf,2.2,27820800.0
2019-06-30,inf,1.5999999999999999,26265600.0
2019-07-01,inf,0.0,27043200.0
2019-07-02,inf,0.4,27820800.0
2019-07-03,inf,0.0,31190400.0
2019-07-04,inf,1.4,28771200.0
2019-07-05,inf,0.0,31190400.0
2019-07-06,inf,0.0,34819200.0
2019-07-07,inf,0.4,40694400.0
2019-07-08,inf,0.0,39484800.0
2019-07-09,inf,9.4,38707200.0
2019-07-10,inf,3.4,33264000.0
2019-07-11,inf,0.2,30931200.0
2019-07-12,inf,0.4,27475200.0
2019-07-13,inf,1.2,25920000.0
2019-07-14,inf,0.0,24883200.0
2019-07-15,inf,0.0,24364800.0
2019-07-16,inf,0.0,23932800.0
2019-07-17,inf,0.0,23414400.0
2019-07-18,inf,0.0,22982400.0
2019-07-19,inf,0.0,23414400.0
2019-07-20,inf,0.0,21600000.0
2019-07-21,inf,19.0,20476800.0
2019-07-22,inf,0.0,19872000.0
2019-07-23,inf,7.199999999999999,20044800.0
2019-07-24,inf,20.599999999999998,18921600.0
2019-07-25,inf,15.8,18921600.0
2019-07-26,inf,9.399999999999999,20476800.0
2019-07-27,inf,14.799999999999999,19699200.0
2019-07-28,inf,0.2,20044800.0
2019-07-29,inf,0.0,20304000.0
2019-07-30,inf,4.2,21600000.0
2019-07-31,inf,10.6,23414400.0
2019-08-01,inf,0.0,23760000.0
2019-08-02,inf,0.4,22377600.0
2019-08-03,inf,0.0,20304000.0
2019-08-04,inf,14.200000000000001,21081600.0
2019-08-05,inf,9.2,20304000.0
2019-08-06,inf,1.2,19699200.0
2019-08-07,inf,0.0,20476800.0
2019-08-08,inf,0.0,21081600.0
2019-08-09,inf,4.2,20044800.0
2019-08-10,inf,0.2,18921600.0
2019-08-11,inf,0.0,17452800.0
2019-08-12,inf,0.0,18144000.0
2019-08-13,inf,0.0,19699200.0
2019-08-14,inf,0.0,22204800.0
2019-08-15,inf,0.0,24364800.0
2019-08-16,inf,4.0,26438400.0
2019-08-17,inf,0.6000000000000001,26697600.0
2019-08-18,inf,2.0,26697600.0
2019-08-19,inf,0.0,28252800.0
2019-08-20,inf,8.2,30672000.0
2019-08-21,inf,0.2,34819200.0
2019-08-22,inf,0.0,35337600.0
2019-08-23,inf,0.0,36633600.0
2019-08-24,inf,0.0,38448000.0
2019-08-25,inf,0.0,39744000.0
2019-08-26,inf,0.0,41990400.0
2019-08-27,inf,13.0,47952000.0
2019-08-28,inf,0.6000000000000001,51580800.0
2019-08-29,inf,0.2,53913600.0
2019-08-30,inf,3.2,53395200.0
2019-08-31,inf,42.0,55468800.0
2019-09-01,inf,0.0,60652800.0
2019-09-02,inf,0.0,71193600.0
2019-09-03,inf,0.0,89596800.0
2019-09-04,inf,11.8,106012800.0
2019-09-05,inf,0.0,114393600.0
2019-09-06,inf,0.0,120528000.0
2019-09-07,inf,0.0,126230400.0
2019-09-08,inf,4.6,129859200.0
2019-09-09,inf,0.2,130896000.0
2019-09-10,inf,0.8,127353600.0
2019-09-11,inf,1.4,121564800.0
2019-09-12,inf,1.0,116121600.0
2019-09-13,inf,0.0,112752000.0
2019-09-14,inf,0.2,108518400.0
2019-09-15,inf,0.0,103507200.0
2019-09-16,inf,0.0,98928000.0
2019-09-17,inf,0.0,88992000.0
2019-09-18,inf,0.2,79315200.0
2019-09-19,inf,11.6,76896000.0
2019-09-20,inf,0.2,79660800.0
2019-09-21,inf,0.2,83462400.0
2019-09-22,inf,2.0,86832000.0
2019-09-23,inf,0.0,86832000.0
2019-09-24,inf,0.0,91152000.0
2019-09-25,inf,0.0,92361600.0
2019-09-26,inf,0.0,90201600.0
2019-09-27,inf,6.2,84067200.0
2019-09-28,inf,0.0,77500800.0
2019-09-29,inf,0.0,70416000.0
2019-09-30,inf,0.0,63072000.0
2019-10-01,inf,0.0,54604800.0
2019-10-02,inf,0.0,47865600.0
2019-10-03,inf,0.0,42595200.0
2019-10-04,inf,0.2,41644800.0
2019-10-05,inf,0.0,47260800.0
2019-10-06,inf,0.0,47865600.0
2019-10-07,inf,0.0,44841600.0
2019-10-08,inf,0.0,42595200.0
2019-10-09,inf,0.0,41212800.0
2019-10-10,inf,0.0,42249600.0
2019-10-11,inf,0.0,42249600.0
2019-10-12,inf,0.0,40780800.0
2019-10-13,inf,0.0,38275200.0
2019-10-14,inf,18.4,37238400.0
2019-10-15,inf,0.0,36633600.0
2019-10-16,inf,1.0,36460800.0
2019-10-17,inf,0.0,40780800.0
2019-10-18,inf,0.0,49161600.0
2019-10-19,inf,0.0,45100800.0
2019-10-20,inf,0.0,37843200.0
2019-10-21,inf,0.0,31104000.0
2019-10-22,inf,0.0,29721600.0
2019-10-23,inf,0.0,23328000.0
2019-10-24,inf,0.0,22291200.0
2019-10-25,inf,0.0,20995200.0
2019-10-26,inf,0.0,20476800.0
2019-10-27,inf,0.0,19267200.0
2019-10-28,inf,0.0,18662400.0
2019-10-29,inf,0.0,19008000.0
2019-10-30,inf,0.0,19267200.0
2019-10-31,inf,0.0,19699200.0
2019-11-01,inf,0.0,19612800.0
2019-11-02,inf,0.0,18230400.0
2019-11-03,inf,0.0,17712000.0
2019-11-04,inf,0.0,17712000.0
2019-11-05,inf,0.0,18230400.0
2019-11-06,inf,0.0,19094400.0
2019-11-07,inf,0.0,19872000.0
2019-11-08,inf,0.0,20131200.0
2019-11-09,inf,0.0,22204800.0
2019-11-10,inf,0.0,17107200.0
2019-11-11,inf,0.0,27129600.0
2019-11-12,inf,0.0,25056000.0
2019-11-13,inf,0.0,21600000.0
2019-11-14,inf,0.0,20044800.0
2019-11-15,inf,0.0,19872000.0
2019-11-16,inf,0.0,20995200.0
2019-11-17,inf,0.0,21168000.0
2019-11-18,inf,0.0,20736000.0
2019-11-19,inf,0.0,21600000.0
2019-11-20,inf,0.0,22291200.0
2019-11-21,inf,0.0,22291200.0
2019-11-22,inf,0.0,22204800.0
2019-11-23,inf,0.0,22204800.0
2019-11-24,inf,0.0,22291200.0
2019-11-25,inf,0.0,22204800.0
2019-11-26,inf,0.0,22204800.0
2019-11-27,inf,0.0,22032000.0
2019-11-28,inf,0.0,21427200.0
2019-11-29,inf,0.0,20908800.0
2019-11-30,inf,0.0,20563200.0
2019-12-01,inf,0.0,20476800.0
2019-12-02,inf,0.0,19094400.0
2019-12-03,inf,0.0,18576000.0
2019-12-04,inf,0.0,18403200.0
2019-12-05,inf,0.0,17712000.0
2019-12-06,inf,0.0,16502400.0
2019-12-07,inf,0.0,15811200.0
2019-12-08,inf,0.0,15552000.0
2019-12-09,inf,0.0,13824000.0
2019-12-10,inf,0.0,13046400.0
2019-12-11,inf,0.0,12614400.0
2019-12-12,inf,0.0,13392000.0
2019-12-13,inf,0.0,13219200.0
2019-12-14,inf,0.0,13046400.0
2019-12-15,inf,0.0,12873600.0
2019-12-16,inf,0.0,12700800.0
2019-12-17,inf,0.0,12787200.0
2019-12-18,inf,0.0,13046400.0
2019-12-19,inf,0.0,12441600.0
2019-12-20,inf,0.0,12528000.0
2019-12-21,inf,0.0,13046400.0
2019-12-22,inf,0.0,12960000.0
2019-12-23,inf,0.0,13219200.0
2019-12-24,inf,0.0,13046400.0
2019-12-25,inf,0.0,12960000.0
2019-12-26,inf,0.0,13132800.0
2019-12-27,inf,0.0,14947200.0
2019-12-28,inf,0.0,17107200.0
2019-12-29,inf,0.0,19267200.0
2019-12-30,inf,0.0,22464000.0
2019-12-31,inf,0.0,22204800.0
2020-01-01,inf,0.0,22204800.0
2020-01-02,inf,0.0,20736000.0
2020-01-03,inf,0.0,19699200.0
2020-01-04,inf,0.0,21340800.0
2020-01-05,inf,0.0,21427200.0
2020-01-06,inf,0.0,20995200.0
2020-01-07,inf,0.0,19440000.0
2020-01-08,inf,0.0,16848000.0
2020-01-09,inf,0.0,15379200.0
2020-01-10,inf,0.0,15120000.0
2020-01-11,inf,0.0,15552000.0
2020-01-12,inf,0.0,15120000.0
2020-01-13,inf,0.0,13824000.0
2020-01-14,inf,0.0,13478400.0
2020-01-15,inf,0.0,13651200.0
2020-01-16,inf,0.0,13910400.0
2020-01-17,inf,0.0,14342400.0
2020-01-18,inf,0.0,15120000.0
2020-01-19,inf,0.0,16848000.0
2020-01-20,inf,0.0,18144000.0
2020-01-21,inf,0.0,18662400.0
2020-01-22,inf,0.0,18403200.0
2020-01-23,inf,0.0,18403200.0
2020-01-24,inf,0.0,19094400.0
2020-01-25,inf,0.0,18144000.0
2020-01-26,inf,0.0,16675200.0
2020-01-27,inf,0.0,14774400.0
2020-01-28,inf,0.0,13046400.0
2020-01-29,inf,0.0,13219200.0
2020-01-30,inf,0.0,13392000.0
2020-01-31,inf,0.0,13392000.0
2020-02-01,inf,0.0,13219200.0
2020-02-02,inf,0.0,13478400.0
2020-02-03,inf,0.0,13478400.0
2020-02-04,inf,0.0,13651200.0
2020-02-05,inf,0.0,13824000.0
2020-02-06,inf,0.0,13651200.0
2020-02-07,inf,0.0,13219200.0
2020-02-08,inf,0.0,12960000.0
2020-02-09,inf,0.0,12614400.0
2020-02-10,inf,0.0,12700800.0
2020-02-11,inf,0.0,14083200.0
2020-02-12,inf,0.0,14515200.0
2020-02-13,inf,0.0,14688000.0
2020-02-14,inf,0.0,14342400.0
2020-02-15,inf,0.0,13910400.0
2020-02-16,inf,0.0,13824000.0
2020-02-17,inf,0.0,13478400.0
2020-02-18,inf,0.0,12960000.0
2020-02-19,inf,0.0,11923200.0
2020-02-20,inf,0.0,11232000.0
2020-02-21,inf,0.0,12096000.0
2020-02-22,inf,0.0,12182400.0
2020-02-23,inf,0.0,11923200.0
2020-02-24,inf,0.0,12009600.0
2020-02-25,inf,0.0,12009600.0
2020-02-26,inf,0.0,11836800.0
2020-02-27,inf,0.0,11664000.0
2020-02-28,inf,0.0,11491200.0
2020-02-29,inf,0.0,11318400.0
2020-03-01,inf,0.0,11491200.0
2020-03-02,inf,0.0,11836800.0
2020-03-03,inf,0.0,11836800.0
2020-03-04,inf,0.0,11750400.0
2020-03-05,inf,0.0,11750400.0
2020-03-06,inf,0.0,11923200.0
2020-03-07,inf,0.0,12441600.0
2020-03-08,inf,0.0,12441600.0
2020-03-09,inf,0.0,12787200.0
2020-03-10,inf,0.0,12614400.0
2020-03-11,inf,0.0,12528000.0
2020-03-12,inf,0.0,12441600.0
2020-03-13,inf,0.0,12009600.0
2020-03-14,inf,0.0,11664000.0
2020-03-15,inf,0.0,11318400.0
2020-03-16,inf,0.0,10972800.0
2020-03-17,inf,0.0,11318400.0
2020-03-18,inf,0.0,11577600.0
2020-03-19,inf,0.0,11577600.0
2020-03-20,inf,0.0,11404800.0
2020-03-21,inf,0.0,11664000.0
2020-03-22,inf,0.0,11664000.0
2020-03-23,inf,0.0,11664000.0
2020-03-24,inf,0.0,11664000.0
2020-03-25,inf,0.0,11664000.0
2020-03-26,inf,0.0,11145600.0
2020-03-27,inf,0.0,10972800.0
2020-03-28,inf,0.0,11145600.0
2020-03-29,inf,0.0,11145600.0
2020-03-30,inf,0.0,11404800.0
2020-03-31,inf,0.0,11491200.0
2020-04-01,inf,0.0,11664000.0
2020-04-02,inf,0.0,11836800.0
2020-04-03,inf,0.0,11923200.0
2020-04-04,inf,0.0,12441600.0
2020-04-05,inf,0.0,12182400.0
2020-04-06,inf,0.0,11923200.0
2020-04-07,inf,0.0,12009600.0
2020-04-08,inf,0.0,12009600.0
2020-04-09,inf,0.0,11836800.0
2020-04-10,inf,0.0,12009600.0
2020-04-11,inf,0.0,12182400.0
2020-04-12,inf,0.0,12009600.0
2020-04-13,inf,0.0,11836800.0
2020-04-14,inf,0.0,12009600.0
2020-04-15,inf,0.0,12009600.0
2020-04-16,inf,0.0,11404800.0
2020-04-17,inf,0.0,11059200.0
2020-04-18,inf,0.0,11145600.0
2020-04-19,inf,0.0,11318400.0
2020-04-20,inf,0.4,11664000.0
2020-04-21,inf,0.0,11577600.0
2020-04-22,inf,0.0,11232000.0
2020-04-23,inf,0.8,10972800.0
2020-04-24,inf,0.0,10800000.0
2020-04-25,inf,3.0,10800000.0
2020-04-26,inf,13.0,11059200.0
2020-04-27,inf,28.599999999999998,11404800.0
2020-04-28,inf,0.4,11923200.0
2020-04-29,inf,16.8,12009600.0
2020-04-30,inf,4.2,11750400.0
2020-05-01,inf,7.2,11836800.0
2020-05-02,inf,5.2,13046400.0
2020-05-03,inf,1.5999999999999999,12528000.0
2020-05-04,inf,0.0,12441600.0
2020-05-05,inf,0.0,13392000.0
2020-05-06,inf,2.8,14428800.0
2020-05-07,inf,0.0,15206400.0
2020-05-08,inf,0.0,15033600.0
2020-05-09,inf,0.0,14428800.0
2020-05-10,inf,4.0,13219200.0
2020-05-11,inf,3.8000000000000003,12268800.0
2020-05-12,inf,0.0,11491200.0
2020-05-13,inf,0.0,11404800.0
2020-05-14,inf,0.0,11059200.0
2020-05-15,inf,0.0,11232000.0
2020-05-16,inf,0.0,10972800.0
2020-05-17,inf,0.0,11491200.0
2020-05-18,inf,0.0,11664000.0
2020-05-19,inf,0.0,11923200.0
2020-05-20,inf,0.0,11836800.0
2020-05-21,inf,0.0,6220800.0
2020-05-22,inf,0.0,10972800.0
2020-05-23,inf,0.0,10886400.0
2020-05-24,inf,0.0,10540800.0
2020-05-25,inf,0.0,10368000.0
2020-05-26,inf,0.0,10368000.0
2020-05-27,inf,0.0,10454400.0
2020-05-28,inf,1.4,10281600.0
2020-05-29,inf,1.2,10108800.0
2020-05-30,inf,13.6,10627200.0
2020-05-31,inf,0.0,10800000.0
2020-06-01,inf,0.0,11664000.0
2020-06-02,inf,0.2,12182400.0
2020-06-03,inf,0.0,12355200.0
2020-06-04,inf,0.0,11318400.0
2020-06-05,inf,0.2,10540800.0
2020-06-06,inf,2.8,10281600.0
2020-06-07,inf,7.0,10281600.0
2020-06-08,inf,0.4,11059200.0
2020-06-09,inf,0.0,11145600.0
2020-06-10,inf,5.6,10800000.0
2020-06-11,inf,0.0,10281600.0
2020-06-12,inf,0.0,10195200.0
2020-06-13,inf,0.0,10281600.0
2020-06-14,inf,1.2000000000000002,9504000.0
2020-06-15,inf,0.0,10022400.0
2020-06-16,inf,11.799999999999999,11145600.0
2020-06-17,inf,5.3999999999999995,11836800.0
2020-06-18,inf,8.2,12960000.0
2020-06-19,inf,0.0,12268800.0
2020-06-20,inf,0.0,11923200.0
2020-06-21,inf,0.0,11491200.0
2020-06-22,inf,0.0,11232000.0
2020-06-23,inf,15.0,11318400.0
2020-06-24,inf,0.6000000000000001,10368000.0
2020-06-25,inf,5.0,9590400.0
2020-06-26,inf,0.2,9849600.0
2020-06-27,inf,8.0,9849600.0
2020-06-28,inf,0.4,9331200.0
2020-06-29,inf,0.0,8812800.0
2020-06-30,inf,1.2,9763200.0
2020-07-01,inf,0.2,9849600.0
2020-07-02,inf,0.0,8985600.0
2020-07-03,inf,2.4000000000000004,8467200.0
2020-07-04,inf,6.800000000000001,8640000.0
2020-07-05,inf,0.0,8812800.0
2020-07-06,inf,0.0,8726400.0
2020-07-07,inf,0.0,8640000.0
2020-07-08,inf,14.6,8899200.0
2020-07-09,inf,0.0,8899200.0
2020-07-10,inf,0.6,9936000.0
2020-07-11,inf,0.2,12009600.0
2020-07-12,inf,5.4,12787200.0
2020-07-13,inf,4.0,12441600.0
2020-07-14,inf,2.2,12873600.0
2020-07-15,inf,0.0,14083200.0
2020-07-16,inf,0.6000000000000001,14774400.0
2020-07-17,inf,14.0,16070400.0
2020-07-18,inf,39.8,16070400.0
2020-07-19,inf,1.4,16502400.0
2020-07-20,inf,3.2,16070400.0
2020-07-21,inf,4.8,14083200.0
2020-07-22,inf,1.5999999999999999,12873600.0
2020-07-23,inf,0.0,11664000.0
2020-07-24,inf,0.0,10800000.0
2020-07-25,inf,0.0,10281600.0
2020-07-26,inf,0.0,9936000.0
2020-07-27,inf,9.0,8985600.0
2020-07-28,inf,16.2,8467200.0
2020-07-29,inf,9.2,8640000.0
2020-07-30,inf,5.4,9072000.0
2020-07-31,inf,0.0,9331200.0
2020-08-01,inf,0.2,9590400.0
2020-08-02,inf,21.2,9504000.0
2020-08-03,inf,21.8,9417600.0
2020-08-04,inf,8.6,10281600.0
2020-08-05,inf,11.2,12528000.0
2020-08-06,inf,0.0,21686400.0
2020-08-07,inf,0.0,29721600.0
2020-08-08,inf,33.0,26611200.0
2020-08-09,inf,4.800000000000001,20131200.0
2020-08-10,inf,0.0,13996800.0
2020-08-11,inf,8.0,12355200.0
2020-08-12,inf,0.6000000000000001,12009600.0
2020-08-13,inf,1.4,12009600.0
2020-08-14,inf,29.2,11750400.0
2020-08-15,inf,7.0,10713600.0
2020-08-16,inf,0.2,11750400.0
2020-08-17,inf,0.0,13132800.0
2020-08-18,inf,0.2,15465600.0
2020-08-19,inf,1.6,17625600.0
2020-08-20,inf,1.4,18662400.0
2020-08-21,inf,4.2,17452800.0
2020-08-22,inf,8.8,15465600.0
2020-08-23,inf,18.4,15724800.0
2020-08-24,inf,0.8,21686400.0
2020-08-25,inf,0.0,45014400.0
2020-08-26,inf,0.6000000000000001,55987200.0
2020-08-27,inf,0.2,59788800.0
2020-08-28,inf,1.4,55123200.0
2020-08-29,inf,3.0,45964800.0
2020-08-30,inf,0.4,39657600.0
2020-08-31,inf,8.6,33782400.0
2020-09-01,inf,0.4,28598400.0
2020-09-02,inf,0.0,25142400.0
2020-09-03,inf,0.0,25142400.0
2020-09-04,inf,0.0,30499200.0
2020-09-05,inf,0.0,32486400.0
2020-09-06,inf,0.0,33004800.0
2020-09-07,inf,0.0,32486400.0
2020-09-08,inf,0.2,28598400.0
2020-09-09,inf,0.0,26611200.0
2020-09-10,inf,0.0,26179200.0
2020-09-11,inf,0.0,26611200.0
2020-09-12,inf,0.0,26611200.0
2020-09-13,inf,0.0,26611200.0
2020-09-14,inf,0.0,27475200.0
2020-09-15,inf,0.0,25747200.0
2020-09-16,inf,0.4,22982400.0
2020-09-17,inf,0.0,22377600.0
2020-09-18,inf,0.0,26179200.0
2020-09-19,inf,2.8,35164800.0
2020-09-20,inf,19.4,41817600.0
2020-09-21,inf,0.6000000000000001,55987200.0
2020-09-22,inf,0.4,58665600.0
2020-09-23,inf,5.2,54086400.0
2020-09-24,inf,9.0,49852800.0
2020-09-25,inf,3.6,52099200.0
2020-09-26,inf,0.0,59529600.0
2020-09-27,inf,0.0,59788800.0
2020-09-28,inf,10.8,58665600.0
2020-09-29,inf,1.2,55728000.0
2020-09-30,inf,9.2,55728000.0
2020-10-01,inf,0.2,69379200.0
2020-10-02,inf,4.6,80265600.0
2020-10-03,inf,0.0,78537600.0
2020-10-04,inf,0.0,76550400.0
2020-10-05,inf,4.800000000000001,75772800.0
2020-10-06,inf,0.8,89769600.0
2020-10-07,inf,0.2,98064000.0
2020-10-08,inf,0.0,95040000.0
2020-10-09,inf,0.0,90028800.0
2020-10-10,inf,0.0,84153600.0
2020-10-11,inf,0.0,79401600.0
2020-10-12,inf,0.0,69638400.0
2020-10-13,inf,0.0,60393600.0
2020-10-14,inf,0.0,50803200.0
2020-10-15,inf,0.0,45964800.0
2020-10-16,inf,2.0,44150400.0
2020-10-17,inf,0.2,45273600.0
2020-10-18,inf,0.0,53827200.0
2020-10-19,inf,0.4,64454400.0
2020-10-20,inf,1.2,65404800.0
2020-10-21,inf,1.2000000000000002,68169600.0
2020-10-22,inf,0.0,66960000.0
2020-10-23,inf,0.0,60652800.0
2020-10-24,inf,0.0,55123200.0
2020-10-25,inf,0.0,50371200.0
2020-10-26,inf,0.0,45446400.0
2020-10-27,inf,3.4,39398400.0
2020-10-28,inf,0.0,34905600.0
2020-10-29,inf,2.4,32745600.0
2020-10-30,inf,8.0,34819200.0
2020-10-31,inf,1.2,35251200.0
2020-11-01,inf,0.0,34819200.0
2020-11-02,inf,0.0,36288000.0
2020-11-03,inf,0.4,39830400.0
2020-11-04,inf,3.6,40867200.0
2020-11-05,inf,0.2,41644800.0
2020-11-06,inf,0.0,40003200.0
2020-11-07,inf,0.0,37324800.0
2020-11-08,inf,0.0,34992000.0
2020-11-09,inf,0.0,34128000.0
2020-11-10,inf,0.0,32400000.0
2020-11-11,inf,0.0,29289600.0
2020-11-12,inf,0.0,26265600.0
2020-11-13,inf,0.0,24624000.0
2020-11-14,inf,0.0,23760000.0
2020-11-15,inf,0.0,23414400.0
2020-11-16,inf,0.0,24537600.0
2020-11-17,inf,0.0,24537600.0
2020-11-18,inf,0.0,23673600.0
2020-11-19,inf,0.0,21859200.0
2020-11-20,inf,0.0,20476800.0
2020-11-21,inf,0.0,19353600.0
2020-11-22,inf,0.0,18489600.0
2020-11-23,inf,0.0,18403200.0
2020-11-24,inf,0.0,18316800.0
2020-11-25,inf,0.0,17798400.0
2020-11-26,inf,0.0,17366400.0
2020-11-27,inf,0.0,16675200.0
2020-11-28,inf,0.0,16243200.0
2020-11-29,inf,0.0,16070400.0
2020-11-30,inf,0.0,16070400.0
2020-12-01,inf,0.0,17280000.0
2020-12-02,inf,0.0,19353600.0
2020-12-03,inf,0.0,20908800.0
2020-12-04,inf,0.0,21686400.0
2020-12-05,inf,0.0,21859200.0
2020-12-06,inf,0.0,20908800.0
2020-12-07,inf,0.0,14688000.0
2020-12-08,inf,0.0,13046400.0
2020-12-09,inf,0.0,12009600.0
2020-12-10,inf,0.0,11145600.0
2020-12-11,inf,0.0,11232000.0
2020-12-12,inf,0.0,11750400.0
2020-12-13,inf,0.0,13305600.0
2020-12-14,inf,0.0,14083200.0
2020-12-15,inf,0.0,14169600.0
2020-12-16,inf,0.0,14601600.0
2020-12-17,inf,0.0,13910400.0
2020-12-18,inf,0.0,12182400.0
2020-12-19,inf,0.0,10886400.0
2020-12-20,inf,0.0,9849600.0
2020-12-21,inf,0.0,9504000.0
2020-12-22,inf,0.0,9331200.0
2020-12-23,inf,0.0,9244800.0
2020-12-24,inf,0.0,9158400.0
2020-12-25,inf,0.0,10108800.0
2020-12-26,inf,0.0,12528000.0
2020-12-27,inf,0.0,13305600.0
2020-12-28,inf,0.0,13046400.0
2020-12-29,inf,0.0,12528000.0
