date,discharge,precipitation,ETp,precip_7d,precip_30d,precip_90d,precip_surplus
2003-02-13,1.614203500161362,0.0330207751695626,0.0566652342748926,0.027232892899131576,0.04911129552568092,0.2896682247796752,-0.023644459105329994
2003-02-14,1.5859884037727348,0.0759107964269637,0.25,0.02178631431930526,0.046066779691941964,0.28360027393262666,-0.1740892035730363
2003-02-15,1.5648840075827866,0.0,0.3683358400189379,0.04341452272109144,0.07329379850940008,0.2775662255510814,-0.3683358400189379
2003-02-16,1.518927822539366,0.0,0.0966652342748926,0.1038274310542189,0.0692219208144334,0.36396913409757053,-0.0966652342748926
2003-02-17,1.472746248910451,0.0,0.3150010742938305,0.09911017745856711,0.06614847556449281,0.3588720454030763,-0.3150010742938305
2003-02-18,1.4452583740439118,0.1515555647300223,0.2699999999999999,0.08826577796900086,0.06662994090451871,0.3516946044950148,-0.11844443526997761
2003-02-19,1.4310099736917494,0.4663048810529838,0.2133326171374462,0.08826577796900086,0.08495274069412433,0.34831954278439164,0.2529722639155376
2003-02-20,1.420296179790138,0.0,0.3,0.08826577796900086,0.1426605179426809,0.34162109003853797,-0.3
2003-02-21,1.4085518816294136,0.0,0.2533326171374462,0.08826577796900086,0.13645788672778172,0.33517540909441457,-0.2533326171374462
2003-02-22,1.374715265395159,0.0,0.3416684571563842,0.06800704035667324,0.2621663355708076,0.32918397905309055,-0.3416684571563842
2003-02-23,1.3239519035579008,0.0,0.3399957028246778,0.0013920573491041286,0.260962261807395,0.3231988157975798,-0.3399957028246778
2003-02-24,1.2891952961774211,0.0,0.3149924799431862,0.0014110593579544858,0.2758557509634708,0.32232535724284733,-0.3149924799431862
2003-02-25,1.2680855861665803,0.0097444014437289,0.274988182767864,0.001468065384505586,0.412173876091435,0.3804104708920744,-0.2652437813241351
2003-02-26,1.2520903210522718,0.0,0.443326171374463,0.07417179389718129,0.45741383625331106,0.41671715345585664,-0.443326171374463
2003-02-27,1.2213075002382767,0.0001330140619525,0.3366673828625537,0.07417179389718129,0.4416409453480245,0.42165854758305465,-0.3365343688006012
2003-02-28,1.1791127463987108,0.0003990421858577,0.4,0.07571843119226156,0.4273075200651876,0.41463090512333706,-0.39960095781414234
2003-03-01,1.1280711809047883,0.5089260995887299,0.38,0.0851517713238733,0.4262068275595355,0.40783367717049546,0.12892609958872991
2003-03-02,1.091835266824944,0.0,0.548333691431277,0.14963873367904995,0.4236764676786367,0.4012557146354875,-0.548333691431277
2003-03-03,1.070072154317388,0.0108264610655619,0.6666695314502148,0.3431231374076809,0.42368090148070175,0.39488657630794005,-0.6558430703846528
2003-03-04,1.067480248416539,0.0757777823650111,0.5783336914312769,0.3430661313811298,0.42368090148070175,0.3887164735531285,-0.5025559090662658
2003-03-05,1.0831581024930033,0.4514087364862366,0.7700064457629833,0.7208567827199401,0.42368090148070175,0.3827362201138496,-0.3185977092767467
2003-03-06,1.099253863449733,1.354523840162369,0.8566695314502147,0.7540088529321534,0.4186290493230344,0.37693718647576097,0.4978543087121542
2003-03-07,1.1159134638882011,0.0,0.481664159981062,0.845061212760697,0.4030855532879349,0.3713112583194063,-0.481664159981062
2003-03-08,1.1337129686686178,3.153460658960402,0.5566695314502147,1.399442262339767,0.4030855532879349,0.3658507986382386,2.5967911275101874
2003-03-09,1.1664705022676267,0.2320644914854932,0.4833347657251074,1.5747971229308715,0.4030855532879349,0.3605486131507279,-0.25127027423961423
2003-03-10,1.209805214305434,0.648192979865366,0.9633347657251076,1.3812937171933903,0.410275936590195,0.35539791867714604,-0.3151417858597416
2003-03-11,1.25387578282428,3.956445129418503,0.6950032228814916,1.382956315316664,0.410275936590195,0.35039231418873557,3.2614419065370113
2003-03-12,1.303272918225019,1.6788927606239663,1.1133369143127685,0.9324619354651779,0.410275936590195,0.34568739575365476,0.5655558463111978
2003-03-13,1.3118153161602006,0.0,1.07,0.8993098652529646,0.40995112320873733,0.379693224367212,-1.07
2003-03-14,1.2934015624079565,0.0116381868629168,0.9733326171374462,0.8067298701381912,0.40995112320873733,0.5453773071514433,-0.9616944302745294
2003-03-15,1.2791549752176528,0.0,1.036667382862554,0.2415234230784051,0.4099466894066723,0.7592620976617704,-1.036667382862554
2003-03-16,1.271457205522929,0.0,1.2150075200568138,0.0016816001321241856,0.41028480419432517,0.7598464687889859,-1.2150075200568138
2003-03-17,1.26688304695607,0.0001330140619525,1.6,0.0016816001321241856,0.39332060087470083,0.7983346042916002,-1.5998669859380477
2003-03-18,1.2805126923599048,0.0,1.0700064457629834,1.9002008850357142e-05,0.5408174620674527,0.8324846799311675,-1.0700064457629834
2003-03-19,1.3236826400458468,0.0,1.4250053714691528,1.9002008850357142e-05,0.5442636396341792,0.8354160097301441,-1.4250053714691528
