property;value
area_ha;120300.0
mean_elevation_m;72.48127378
mean_slope_percent;0.082
rural_percent;48.06121040024494
urban_percent;13.934431150306473
nature_percent;32.396006555684295
longest_flow_path_km;115.0
lake_percent;5.608351893764295
