date;discharge;ETP;precipitation
2003-02-13;1.614203500161362;0.0566652342748926;0.0330207751695626
2003-02-14;1.5859884037727348;0.25;0.0759107964269637
2003-02-15;1.5648840075827866;0.3683358400189379;0.0
2003-02-16;1.518927822539366;0.0966652342748926;0.0
2003-02-17;1.472746248910451;0.3150010742938305;0.0
2003-02-18;1.4452583740439118;0.2699999999999999;0.1515555647300223
2003-02-19;1.4310099736917494;0.2133326171374462;0.4663048810529838
2003-02-20;1.420296179790138;0.3;0.0
2003-02-21;1.4085518816294136;0.2533326171374462;0.0
2003-02-22;1.374715265395159;0.3416684571563842;0.0
2003-02-23;1.3239519035579008;0.3399957028246778;0.0
2003-02-24;1.2891952961774211;0.3149924799431862;0.0
2003-02-25;1.2680855861665803;0.274988182767864;0.0097444014437289
2003-02-26;1.2520903210522718;0.443326171374463;0.0
2003-02-27;1.2213075002382767;0.3366673828625537;0.0001330140619525
2003-02-28;1.1791127463987108;0.4;0.0003990421858577
2003-03-01;1.1280711809047883;0.38;0.5089260995887299
2003-03-02;1.091835266824944;0.548333691431277;0.0
2003-03-03;1.070072154317388;0.6666695314502148;0.0108264610655619
2003-03-04;1.067480248416539;0.5783336914312769;0.0757777823650111
2003-03-05;1.0831581024930033;0.7700064457629833;0.4514087364862366
2003-03-06;1.099253863449733;0.8566695314502147;1.354523840162369
2003-03-07;1.1159134638882011;0.481664159981062;0.0
2003-03-08;1.1337129686686178;0.5566695314502147;3.153460658960402
2003-03-09;1.1664705022676267;0.4833347657251074;0.2320644914854932
2003-03-10;1.209805214305434;0.9633347657251076;0.648192979865366
2003-03-11;1.25387578282428;0.6950032228814916;3.956445129418503
2003-03-12;1.303272918225019;1.1133369143127685;1.6788927606239663
2003-03-13;1.3118153161602006;1.07;0.0
2003-03-14;1.2934015624079565;0.9733326171374462;0.0116381868629168
2003-03-15;1.2791549752176528;1.036667382862554;0.0
2003-03-16;1.271457205522929;1.2150075200568138;0.0
2003-03-17;1.26688304695607;1.6;0.0001330140619525
2003-03-18;1.2805126923599048;1.0700064457629834;0.0
2003-03-19;1.3236826400458468;1.4250053714691528;0.0
2003-03-20;1.3356773340640369;0.914992479943186;0.0
2003-03-21;1.3301533659168228;1.24;0.0
2003-03-22;1.3215470944183445;1.37;0.0
2003-03-23;1.266881898021823;1.72;0.0
2003-03-24;1.1764082449416513;1.6733369143127683;0.2157114990678027
2003-03-25;1.1081676005239798;1.4949989257061695;0.0
2003-03-26;1.0675639769997924;1.094986034180203;0.0
2003-03-27;1.045949938710791;0.9949774398295586;0.0
2003-03-28;1.0808069521732036;1.5033347657251075;0.0
2003-03-29;1.1384530405215894;1.4449903313555248;0.0
2003-03-30;1.1694287386723077;1.6733347657251072;0.0105424858154443
2003-03-31;1.1244912992640652;2.0150010742938305;0.0
2003-04-01;1.0403745557560211;1.066671680037876;4.424905835782558
2003-04-02;1.031795338068641;1.4916749029193677;0.1142117880673547
2003-04-03;1.0478354834269752;2.25;0.0
2003-04-04;1.0572153108114728;0.9583379886065992;0.1795664572532346
2003-04-05;1.0623854610668897;2.4683358400189377;0.0
2003-04-06;1.0544898413044046;2.356665234274893;0.0
2003-04-07;1.0453020295559443;1.8950053714691528;0.0116381868629168
2003-04-08;1.0141240830735512;1.611677051507029;0.0
2003-04-09;0.9840294020651464;1.5699914056493556;0.2742851367325585
2003-04-10;0.9899597338938628;0.6633347657251074;3.633176835248794
2003-04-11;1.0042459593156898;1.1233369143127685;2.486198059591442
2003-04-12;1.0305855821148917;1.2000107429383051;0.7082594069605386
2003-04-13;1.0439415298385628;1.4583229484929714;0.0
2003-04-14;1.0371840371603631;2.113317577023819;0.0
2003-04-15;1.006718878713579;2.90331972561148;0.0
2003-04-16;0.9999983135001635;2.663306834085513;0.0
2003-04-17;0.9874332813409004;2.6949860341802028;0.0
2003-04-18;0.9666895607440364;2.2199849598863723;0.0
2003-04-19;0.9491881505444356;2.939997851412339;0.0
2003-04-20;0.9344728520376298;3.5633046854978523;0.0
2003-04-21;0.9307211149664848;3.76663945122296;0.0
2003-04-22;0.9291341136335564;3.2033111312608358;0.0
2003-04-23;0.9275812751423802;3.059989257061695;0.0
2003-04-24;0.9262312774021004;2.884981737004881;0.0
2003-04-25;0.9108065119977434;2.664988182767864;0.0116381868629168
2003-04-26;0.932797005773629;1.0683315428436158;2.828112884543335
2003-04-27;1.0556254730471222;1.4733455086634129;12.64031535040033
2003-04-28;1.0871268265679617;1.686669531450215;16.58673659542598
2003-04-29;1.1338466399874227;1.8983487315449044;0.8036743033301426
2003-04-30;1.205692891401693;2.236669531450215;3.723432902490285
2003-05-01;1.2691389434459508;1.3183444343695825;3.4620405041778506
2003-05-02;1.2800419165521777;1.7933304685497853;1.0640597340503173
2003-05-03;1.267724820813008;1.4333326171374463;5.622855803049078
2003-05-04;1.2605603002256944;2.308329394255955;0.0875489832898805
2003-05-05;1.2130993524084976;2.4116770515070285;0.4676835348413143
2003-05-06;1.1492311388368404;2.191666308568723;1.303602496444506
2003-05-07;1.107212979781465;2.255013965819797;0.0116381868629168
2003-05-08;1.053526783076013;2.340002148587661;0.0
2003-05-09;1.0970235127947516;2.89668027438852;0.0
2003-05-10;1.199101491530582;2.734994628530847;0.2529887242198477
2003-05-11;1.2170801941493423;2.7383508801325656;0.0
2003-05-12;1.1751272550645848;2.1100150401136277;1.5079708717130662
2003-05-13;1.1595546541364086;1.848344434369582;2.410019654793883
2003-05-14;1.1489878879142237;1.9416620113934009;4.014106858473191
2003-05-15;1.1420764559990173;2.010008594350644;2.247763613076006
2003-05-16;1.094897374066397;2.2833369143127684;0.0
2003-05-17;1.0433571172529637;1.581644822692112;0.4984959832989792
2003-05-18;1.018955387486577;1.8416577142180783;5.843403751567466
2003-05-19;1.0202698939298818;2.526673828625537;1.739566599808581
2003-05-20;1.0427642312772925;2.0383487315449043;6.519051357640043
2003-05-21;1.0644699688808863;2.30834013719426;0.1910716300541989
2003-05-22;1.0153765650196127;2.026667382862553;1.3449248174001909
2003-05-23;1.005726971464328;1.961674902919368;13.364407035827922
2003-05-24;1.011388937385871;1.17165986280574;4.564386682948757
2003-05-25;1.0321186014903063;2.371702834558962;1.0752582977065324
2003-05-26;1.0479180092196887;2.503354103014057;0.0116381868629168
2003-05-27;1.100374971945484;3.37165986280574;0.0
2003-05-28;1.1984085226107342;3.691662011393401;0.0116381868629168
2003-05-29;1.2522671312616338;3.728333691431277;0.0116381868629168
