date;discharge;ETP;precipitation;temperature
2019-01-18;0.8272607484662577;0.01;6e-05;-1.667361111111111
2019-01-19;0.7799217791411044;0.0;0.0791;-0.975
2019-01-20;0.7169785251533742;0.0;0.09982;-0.7326388888888888
2019-01-21;0.6699742306748465;0.18;3.69422;0.6527777777777778
2019-01-22;0.7471674773006134;0.21;0.12052;-1.011111111111111
2019-01-23;0.6951549202453987;0.36;0.0;-1.6083333333333334
2019-01-24;0.6908177889570553;0.44;0.0;-3.378472222222222
2019-01-25;0.6491650380368097;0.27;1.0320999999999998;-3.709722222222222
2019-01-26;0.6187279067484662;0.11;4.3528400000000005;-0.5881944444444445
2019-01-27;0.7354963288343558;0.17;13.794199999999998;1.5381944444444444
2019-01-28;0.9655217742331287;0.2;5.3350800000000005;-0.0840277777777777
2019-01-29;1.0995567533742332;0.0;4e-05;-0.9770833333333334
2019-01-30;1.0327150159509202;0.16;0.0;0.2868055555555555
2019-01-31;0.9481257865030677;0.47;0.02084;0.1034722222222222
2019-02-01;0.8461687067484663;0.35;0.0;0.0243055555555555
2019-02-02;0.7948693104294478;0.33;0.0208;0.1513888888888888
2019-02-03;0.7779831239263804;0.18;0.4442999999999999;-0.2604166666666667
2019-02-04;0.8110788294478528;0.2;4.646199999999999;0.5708333333333333
2019-02-05;0.7908877104294478;0.45;1.0207499999999998;3.5583333333333336
2019-02-06;1.0492935533742331;0.23;3.12814;2.6194444444444445
2019-02-07;1.0213343705521474;0.36;5.271939999999999;3.835416666666666
2019-02-08;1.0666877226993865;0.36;2.1065399999999994;5.288888888888889
2019-02-09;1.092774235582822;0.33;9.06702;5.843055555555555
2019-02-10;1.1286739214723926;0.34;0.0;4.209722222222222
2019-02-11;0.9975822184049081;0.84;0.0;2.638888888888889
2019-02-12;1.1326653423312885;0.45;4e-05;2.045138888888889
2019-02-13;0.9458067533742331;0.58;2e-05;6.422916666666667
2019-02-14;0.9106935607361963;0.39;0.0;5.653472222222223
2019-02-15;0.8651674748466257;0.36;0.0;5.660416666666666
2019-02-16;0.80277943803681;0.7;0.0;6.615972222222222
2019-02-17;0.7922039926380369;0.35;0.0;6.059722222222223
2019-02-18;0.7663377276073621;0.33;2e-05;5.442361111111111
2019-02-19;0.7084392441717791;0.75;0.6402799999999998;5.847916666666666
2019-02-20;0.7337426429447853;0.53;4.68774;5.372222222222223
2019-02-21;0.7382631828220859;0.32;2.58382;6.3375
2019-02-22;0.901711045398773;0.57;0.0;1.8069444444444445
2019-02-23;0.8153852981595092;0.48;0.0;2.5097222222222224
2019-02-24;0.7410395779141106;0.52;0.0;4.763194444444444
2019-02-25;0.7598803803680981;0.46;0.0;4.4215277777777775
2019-02-26;0.710377001226994;0.67;0.0;7.9125
2019-02-27;0.6963076711656442;1.17;0.0;6.802777777777778
2019-02-28;0.6049383460122699;0.76;0.0;5.257638888888889
2019-03-01;0.6935481644171778;0.41;0.0;1.5131944444444445
