date,discharge,precipitation,ETp,temp,groundwater,precip_30d,precip_7d,precip_90d,precip_surplus,melt
2007-06-24,0.8828664355179704,3.9,2.47,15.763194444444444,-0.59,7.4799999999999995,12.242857142857144,4.41,1.4299999999999997,1.0
2007-06-25,1.0202206285714286,3.3,1.89,16.46388888888889,-0.51,7.4799999999999995,12.414285714285715,4.333333333333333,1.41,1.0
2007-06-26,1.0856669142857145,1.9,2.08,14.661111111111111,-0.45,7.4799999999999995,5.8428571428571425,4.326666666666667,-0.18000000000000016,1.0
2007-06-27,1.1158944,27.4,1.43,13.547222222222224,-0.1,7.646666666666666,6.514285714285714,4.2700000000000005,25.97,1.0
2007-06-28,1.356505533500727,2.9,2.76,13.065277777777776,-0.17,7.733333333333333,6.028571428571428,4.265555555555556,0.14000000000000012,1.0
2007-06-29,1.631139428571429,1.2,3.13,14.668749999999998,-0.22,7.693333333333333,8.142857142857142,4.257777777777778,-1.93,1.0
2007-06-30,1.8870989813664596,5.0,2.85,13.285416666666666,-0.24,7.760000000000001,8.957142857142857,4.257777777777778,2.15,1.0
2007-07-01,1.9003254822254527,0.5,3.28,14.474305555555556,-0.28,7.7700000000000005,5.542857142857144,4.048888888888889,-2.78,1.0
2007-07-02,1.7731735285714287,18.1,2.18,15.853472222222223,0.0,6.826666666666667,12.185714285714287,3.888888888888889,15.920000000000002,1.0
2007-07-03,1.6761559714285716,7.6,3.16,17.212500000000002,-0.02,6.6466666666666665,12.885714285714286,3.9622222222222225,4.4399999999999995,1.0
2007-07-04,1.6982344121580546,3.5,2.35,15.384722222222221,0.01,6.6433333333333335,12.22857142857143,3.9188888888888895,1.15,1.0
2007-07-05,2.0329624714285712,49.400000000000006,0.76,14.547222222222222,0.06,6.6433333333333335,12.157142857142858,3.9188888888888895,48.64000000000001,1.0
2007-07-06,2.4758665714285715,6.1,1.03,15.072222222222223,0.02,6.633333333333334,9.571428571428571,3.9177777777777782,5.069999999999999,1.0
2007-07-07,2.689542782608696,0.4,1.92,15.555555555555555,0.01,6.616666666666666,8.485714285714286,3.9177777777777782,-1.52,1.0
2007-07-08,2.7123541285714285,0.0,2.99,15.48125,0.01,6.213333333333335,8.700000000000001,3.9188888888888886,-2.99,1.0
2007-07-09,2.6358423623628915,0.0,3.38,14.961111111111112,0.0,6.260000000000001,2.0142857142857142,3.9311111111111114,-3.38,1.0
2007-07-10,2.4947577670807455,0.0,3.44,14.296527777777778,-0.05,6.323333333333333,1.157142857142857,4.03,-3.44,1.0
2007-07-11,2.30320050931677,5.0,1.76,13.402083333333334,0.0,6.613333333333334,1.3857142857142857,4.003333333333334,3.24,1.0
2007-07-12,2.1063344254658385,2.6,1.94,14.519444444444444,-0.02,6.613333333333333,1.5142857142857142,3.988888888888889,0.6600000000000001,1.0
2007-07-13,1.9407579428571429,0.1,2.5,15.2375,-0.14,5.833333333333333,2.6571428571428575,4.124444444444444,-2.4,1.0
2007-07-14,1.7612100136778115,2.0,3.03,18.914583333333333,-0.18,5.926666666666667,2.6571428571428575,4.09,-1.0299999999999998,1.0
2007-07-15,1.5685464155844155,0.9,4.44,18.361805555555556,-0.15,5.900000000000001,1.9428571428571428,4.1033333333333335,-3.5400000000000005,1.0
2007-07-16,1.4075402142857143,8.0,4.25,19.75486111111111,-0.18,5.8966666666666665,1.5714285714285714,4.1033333333333335,3.75,1.0
2007-07-17,1.2734943819875777,0.0,3.48,19.65416666666667,-0.2,5.88,1.5571428571428572,4.118888888888889,-3.48,1.0
2007-07-18,1.1270872435575523,0.0,4.27,18.714583333333334,-0.25,5.276666666666667,1.4428571428571426,4.153333333333333,-4.27,1.0
2007-07-19,0.9774000136778116,0.0,3.83,16.304861111111112,-0.26,5.180000000000001,6.328571428571428,4.161111111111111,-3.83,1.0
2007-07-20,0.8448191701863352,0.0,4.07,15.305555555555555,-0.27,5.076666666666667,5.42857142857143,4.2155555555555555,-4.07,1.0
2007-07-21,0.7426444675324675,1.2000000000000002,2.26,17.21805555555556,-0.29,3.4299999999999997,6.257142857142858,4.2155555555555555,-1.0599999999999996,1.0
2007-07-22,0.7388026285714286,35.1,0.94,14.421527777777776,-0.15,3.2266666666666666,7.971428571428572,4.22,34.160000000000004,1.0
2007-07-23,1.091412,1.7,2.36,14.984027777777776,-0.21,3.2133333333333334,8.242857142857144,4.22,-0.6599999999999999,1.0
2007-07-24,1.3347717674772035,5.8,0.72,13.884027777777778,0.0,3.2133333333333334,8.814285714285715,4.227777777777778,5.08,1.0
2007-07-25,1.5374290759878422,12.0,2.47,15.914583333333333,-0.05,3.226666666666667,9.457142857142857,4.227777777777778,9.53,1.0
2007-07-26,1.6574848632218846,1.9,2.08,17.370833333333334,-0.01,3.226666666666667,4.5,4.235555555555555,-0.18000000000000016,1.0
2007-07-27,1.6910842705167175,4.0,2.84,16.50208333333333,-0.06,3.0633333333333335,4.957142857142857,4.235555555555555,1.1600000000000001,1.0
2007-07-28,1.613739857142857,5.7,2.5,15.682638888888889,-0.01,2.9766666666666666,4.128571428571429,4.417777777777777,3.2,1.0
2007-07-29,1.4905437811550155,0.4,2.72,14.322222222222223,-0.1,2.9733333333333336,2.4142857142857146,4.403333333333333,-2.3200000000000003,1.0
2007-07-30,1.352472,4.9,1.95,12.8625,-0.06,2.9066666666666667,2.8142857142857145,4.41,2.95,1.0
2007-07-31,1.2932492142857144,0.0,2.26,14.48402777777778,-0.14,2.8766666666666665,2.3000000000000003,4.403333333333333,-2.26,1.0
2007-08-01,1.2261216200607905,0.0,3.77,16.05902777777778,-0.17,2.9099999999999997,1.485714285714286,4.0488888888888885,-3.77,1.0
