date,temp,humid,wind,radia,precip,ETp,Q(l/s),ks mrk.,Q_mm_d
2008-01-10 12:00:00,5.5,87.75,5.190277777777777,2.625,0.6000000000000001,0.235,956.758695652174,0.0,0.590456795031056
2008-01-11 00:00:00,7.388888888888889,94.59722222222224,4.074999999999999,7.861111111111111,0.0,0.165,1069.4931818181817,0.0,0.6600300779220779
2008-01-11 12:00:00,6.818055555555556,98.75,1.7805555555555554,1.5694444444444444,1.4,0.165,1046.3648648648648,0.0,0.6457566023166024
2008-01-12 00:00:00,5.798611111111111,87.29166666666667,2.8097222222222222,17.09722222222222,0.5,0.255,1018.9666666666668,0.0,0.6288480000000001
2008-01-12 12:00:00,5.881944444444445,84.63888888888889,5.929166666666666,10.48611111111111,0.1,0.255,1003.0613636363636,0.0,0.6190321558441558
2008-01-13 00:00:00,3.744444444444445,91.72222222222224,4.030555555555555,23.05555555555556,0.0,0.155,953.7904761904762,0.0,0.5886249795918367
2008-01-13 12:00:00,4.263888888888889,87.54166666666667,3.1875,8.194444444444445,0.0,0.155,894.4255813953489,0.0,0.5519883588039868
2008-01-14 00:00:00,2.338888888888889,92.41666666666669,3.468055555555555,8.01388888888889,0.0,0.18,888.0219512195122,0.0,0.5480364041811846
2008-01-14 12:00:00,3.1069444444444443,89.72222222222223,3.1,7.527777777777778,0.0,0.18,862.5783783783784,0.0,0.532334084942085
2008-01-15 00:00:00,4.570833333333334,89.90277777777777,3.451388888888889,19.569444444444443,0.0,0.175,838.8000000000001,0.0,0.5176594285714285
2008-01-15 12:00:00,5.469444444444445,91.40277777777776,5.070833333333334,8.61111111111111,3.1,0.175,828.0204545454545,0.0,0.5110069090909091
2008-01-16 00:00:00,6.102777777777778,86.63888888888889,5.052777777777778,22.23611111111111,3.1,0.3,915.0239130434784,0.0,0.5647004720496895
2008-01-16 12:00:00,7.240277777777777,81.20833333333333,5.4319444444444445,17.194444444444443,0.0,0.3,1030.6363636363635,0.0,0.6360498701298701
2008-01-17 00:00:00,5.186111111111111,93.47222222222224,2.858333333333333,24.791666666666668,0.4,0.115,1003.575,0.0,0.6193491428571428
2008-01-17 12:00:00,5.1,91.19444444444444,2.851388888888889,10.25,0.0,0.115,945.629268292683,0.0,0.5835883484320559
2008-01-18 00:00:00,5.0875,97.22222222222224,3.1166666666666667,6.736111111111111,2.2,0.155,928.125641025641,0.0,0.5727861098901098
2008-01-18 12:00:00,6.351388888888889,95.65277777777776,4.4944444444444445,3.125,2.6,0.155,932.6384615384616,0.0,0.5755711648351648
2008-01-19 00:00:00,8.175,86.47222222222223,8.276388888888889,40.56944444444444,3.2,0.32,981.0111111111112,0.0,0.605424
