date,discharge,precipitation,ETp,precip_7d,precip_30d,precip_90d,precip_surplus
2003-08-08,0.0865851428571428,0.0,3.89,0.0,1.3333333333333333,1.8177777777777777,-3.89
2003-08-09,0.0803365714285714,0.0,4.07,0.3,1.5125,1.7782608695652173,-4.07
2003-08-10,0.0770965714285714,0.0,3.95,0.5499999999999999,1.423529411764706,1.8851063829787233,-3.95
2003-08-11,0.0754148571428571,0.0,3.89,0.5571428571428572,1.3444444444444443,1.8458333333333332,-3.89
2003-08-12,0.0762325714285714,1.5,3.54,0.7714285714285715,1.2789473684210526,1.8081632653061224,-2.04
2003-08-13,0.0789634285714285,1.8,3.39,0.9857142857142858,1.355,1.7719999999999998,-1.59
2003-08-14,0.0808919999999999,0.6,3.8,0.9857142857142858,1.3095238095238095,1.7450980392156863,-3.1999999999999997
2003-08-15,0.0785931428571428,1.5,2.83,1.8285714285714287,1.6863636363636365,1.728846153846154,-1.33
2003-08-16,0.0719125714285714,1.5000000000000002,3.0,1.6714285714285713,1.7608695652173914,1.7,-1.4999999999999998
2003-08-17,0.0685028571428571,0.0,2.5,1.5285714285714285,1.9291666666666665,1.6703703703703705,-2.5
2003-08-18,0.0712954285714285,5.8999999999999995,1.26,1.457142857142857,1.96,1.6400000000000001,4.64
2003-08-19,0.0808611428571428,0.4,3.14,2.0857142857142854,1.8846153846153846,1.6125,-2.74
2003-08-20,0.0843788571428571,0.7999999999999999,2.71,2.471428571428571,1.8259259259259262,1.5912280701754387,-1.9100000000000001
2003-08-21,0.0765102857142857,0.1,1.81,2.471428571428571,1.760714285714286,1.567241379310345,-1.71
2003-08-22,0.0804754285714285,5.8999999999999995,2.32,1.6285714285714286,1.7000000000000002,1.540677966101695,3.5799999999999996
2003-08-23,0.092556,4.2,2.75,1.5857142857142856,1.6433333333333335,1.5233333333333334,1.4500000000000002
2003-08-24,0.0924171428571428,0.0,3.23,1.8714285714285714,1.6433333333333335,1.5737704918032787,-3.23
2003-08-25,0.081324,0.0,2.79,1.9142857142857144,1.6433333333333335,1.6419354838709677,-2.79
2003-08-26,0.073008,0.1,2.93,2.442857142857143,1.65,1.615873015873016,-2.83
2003-08-27,0.0739337142857143,2.8,2.33,2.3285714285714287,2.566666666666667,1.659375,0.46999999999999975
2003-08-28,0.07452,0.4,2.33,3.1571428571428575,2.5166666666666666,1.6876923076923078,-1.9300000000000002
2003-08-29,0.0776211428571428,9.6,1.12,3.542857142857143,2.47,1.662121212121212,8.48
2003-08-30,0.1071051428571428,3.4,1.16,3.5285714285714285,2.456666666666666,1.6388059701492537,2.24
2003-08-31,0.138888,5.800000000000001,1.72,3.1714285714285713,2.4066666666666663,1.6147058823529412,4.080000000000001
2003-09-01,0.1435474285714285,2.7,1.36,3.1142857142857143,2.3566666666666665,1.5913043478260869,1.34
2003-09-02,0.1414182857142857,0.0,2.1,1.742857142857143,2.3566666666666665,1.57,-2.1
2003-09-03,0.1163005714285714,0.3,1.53,1.2571428571428573,2.1599999999999997,1.5478873239436621,-1.23
2003-09-04,0.0942222857142857,0.0,2.21,0.42857142857142855,2.1466666666666665,1.526388888888889,-2.21
2003-09-05,0.0848417142857143,0.0,1.96,0.04285714285714286,2.12,1.6835616438356165,-1.96
2003-09-06,0.0807531428571428,0.0,2.32,0.07142857142857142,2.1166666666666667,1.7432432432432432,-2.32
2003-09-07,0.077328,0.0,2.01,3.957142857142857,2.06,1.7253333333333334,-2.01
2003-09-08,0.0766954285714285,0.0,2.84,3.957142857142857,1.9199999999999997,1.7026315789473685,-2.84
2003-09-09,0.0772354285714285,0.2,2.94,4.014285714285714,2.1466666666666665,1.6805194805194805,-2.7399999999999998
2003-09-10,0.1227034285714285,27.5,0.65,4.042857142857143,2.1466666666666665,1.6602564102564104,26.85
2003-09-11,0.4326017142857143,0.0,2.06,4.042857142857143,2.143333333333333,1.6506329113924052,-2.06
2003-09-12,0.4195954285714285,0.4,1.48,4.042857142857143,2.05,1.6300000000000001,-1.08
2003-09-13,0.2813245714285714,0.2,1.54,4.014285714285714,2.05,1.6098765432098767,-1.34
2003-09-14,0.2083937142857143,0.0,1.81,0.08571428571428573,1.76,1.59390243902439,-1.81
2003-09-15,0.1754691428571428,0.0,1.93,0.08571428571428573,1.6533333333333333,1.5746987951807228,-1.93
2003-09-16,0.1512154285714285,0.0,1.55,0.028571428571428574,1.4633333333333334,1.6404761904761906,-1.55
2003-09-17,0.1352005714285714,0.0,1.9,0.0,1.3733333333333335,1.6258823529411763,-1.9
2003-09-18,0.127332,0.0,2.19,0.6,1.3766666666666665,1.6139534883720932,-2.19
2003-09-19,0.1205588571428571,0.0,1.78,0.6,1.38,1.6011494252873564,-1.78
2003-09-20,0.1133382857142857,0.0,1.69,1.5714285714285714,1.3866666666666665,1.6409090909090909,-1.69
2003-09-21,0.1081388571428571,4.2,1.1,1.5714285714285714,1.3866666666666665,1.6247191011235955,3.1
2003-09-22,0.1124742857142857,0.0,2.18,1.5714285714285714,1.403333333333333,1.6066666666666667,-2.18
2003-09-23,0.1161,6.8,2.55,1.5714285714285714,1.5566666666666664,1.6066666666666667,4.25
2003-09-24,0.1152205714285714,0.0,1.74,1.6285714285714286,1.7499999999999998,1.6066666666666667,-1.74
2003-09-25,0.0999154285714285,0.0,1.3,1.157142857142857,1.7433333333333332,1.6066666666666667,-1.3
2003-09-26,0.090396,0.0,1.81,1.1857142857142857,0.9733333333333333,1.6066666666666667,-1.81
2003-09-27,0.0884057142857142,0.4,1.34,0.2285714285714286,1.09,1.5899999999999999,-0.9400000000000001
2003-09-28,0.0858445714285714,0.9,0.75,0.2285714285714286,1.0766666666666669,1.5699999999999998,0.15000000000000002
2003-09-29,0.0856439999999999,0.2,0.7,0.24285714285714288,1.0733333333333333,1.5633333333333332,-0.49999999999999994
2003-09-30,0.083808,0.1,1.07,0.3,1.0733333333333333,1.5466666666666666,-0.9700000000000001
2003-10-01,0.0804445714285714,0.0,0.82,0.27142857142857146,1.0733333333333333,1.5299999999999998,-0.82
2003-10-02,0.0831137142857143,0.1,0.74,0.14285714285714285,1.0766666666666667,1.5355555555555553,-0.64
2003-10-03,0.0819411428571428,0.3999999999999999,0.79,0.18571428571428572,1.0766666666666667,1.4822222222222219,-0.3900000000000001
2003-10-04,0.0846719999999999,0.2,0.85,0.8285714285714285,1.0766666666666667,1.4844444444444447,-0.6499999999999999
2003-10-05,0.081864,0.0,0.94,1.657142857142857,1.51,1.5333333333333334,-0.94
2003-10-06,0.0775285714285714,0.5,0.9,1.6428571428571428,1.7133333333333334,1.6766666666666667,-0.4
2003-10-07,0.0844405714285714,4.6,0.57,2.2142857142857144,1.5866666666666667,1.6822222222222223,4.029999999999999
2003-10-08,0.1029548571428571,5.8,0.58,2.685714285714286,1.5866666666666667,1.6522222222222225,5.22
2003-10-09,0.1103297142857142,0.0,1.08,2.685714285714286,1.3599999999999999,1.7466666666666668,-1.08
2003-10-10,0.097092,4.4,1.15,2.628571428571429,1.3633333333333333,1.75,3.2500000000000004
2003-10-11,0.0984188571428571,3.5000000000000004,1.47,1.9714285714285713,1.3933333333333333,1.7677777777777777,2.0300000000000002
2003-10-12,0.1217931428571428,0.0,0.89,1.1428571428571428,1.3933333333333333,1.7566666666666666,-0.89
2003-10-13,0.1222097142857142,0.1,0.76,1.1571428571428573,1.38,1.7644444444444445,-0.66
2003-10-14,0.1046982857142857,0.0,0.64,0.5285714285714287,1.36,1.657777777777778,-0.64
2003-10-15,0.097524,0.0,0.53,0.028571428571428574,1.3533333333333333,1.63,-0.53
2003-10-16,0.0945154285714285,0.1,0.36,1.8857142857142857,1.5866666666666664,1.5655555555555554,-0.26
2003-10-17,0.0936051428571428,0.0,0.44,2.742857142857143,1.6,1.5355555555555553,-0.44
2003-10-18,0.0951325714285714,0.0,0.67,2.8,1.6166666666666667,1.5355555555555553,-0.67
2003-10-19,0.0976937142857143,13.0,0.46,2.8,1.6199999999999999,1.532222222222222,12.54
2003-10-20,0.1771971428571428,6.1,0.59,2.785714285714285,1.7833333333333334,1.538888888888889,5.51
2003-10-21,0.1962977142857143,0.4,0.97,2.8,1.79,1.5444444444444445,-0.57
2003-10-22,0.1675697142857142,0.0,0.63,2.928571428571428,1.7733333333333334,1.5988888888888886,-0.63
2003-10-23,0.1458771428571428,0.0,0.33,1.0714285714285714,1.62,1.6,-0.33
2003-10-24,0.1256965714285714,0.1,0.46,0.19999999999999998,1.4266666666666667,1.6,-0.36
2003-10-25,0.1123045714285714,0.8999999999999999,0.74,0.1857142857142857,1.4266666666666667,1.6077777777777778,0.15999999999999992
2003-10-26,0.1084474285714285,0.0,0.37,0.1857142857142857,1.2800000000000002,1.3111111111111111,-0.37
2003-10-27,0.1067657142857142,0.0,0.6,1.1999999999999997,1.1633333333333333,1.3111111111111111,-0.6
2003-10-28,0.1057782857142857,0.3,0.74,1.2428571428571427,1.1633333333333333,1.3366666666666667,-0.44
2003-10-29,0.1048988571428571,0.0,0.22,1.1999999999999997,1.1600000000000001,1.3388888888888888,-0.22
2003-10-30,0.1073057142857142,7.1,0.32,1.2714285714285711,1.1600000000000001,1.488888888888889,6.779999999999999
2003-10-31,0.1431771428571428,0.4,0.34,2.0,1.1600000000000001,1.5733333333333333,0.06
2003-11-01,0.1312817142857142,0.6,0.63,1.9857142857142855,1.1733333333333333,1.65,-0.030000000000000027
2003-11-02,0.1172725714285714,0.5,0.54,1.9857142857142855,1.2100000000000002,1.6544444444444446,-0.040000000000000036
2003-11-03,0.1310965714285714,5.1,0.51,0.9714285714285714,1.23,1.6955555555555555,4.59
2003-11-04,0.1717045714285714,0.2,0.4,0.9142857142857143,0.9700000000000001,1.6955555555555555,-0.2
2003-11-05,0.1579731428571428,0.0,0.28,0.8285714285714285,1.2,1.6955555555555555,-0.28
2003-11-06,0.1379468571428571,0.0,0.36,0.7571428571428571,1.4,1.6933333333333331,-0.36
2003-11-07,0.1263291428571428,0.0,0.29,0.028571428571428574,1.45,1.738888888888889,-0.29
2003-11-08,0.1188308571428571,0.0,0.66,0.0,1.7333333333333334,1.668888888888889,-0.66
2003-11-09,0.1154828571428571,0.0,0.78,0.0,1.74,1.668888888888889,-0.78
2003-11-10,0.1079691428571428,0.0,0.74,0.0,1.7666666666666666,1.6866666666666668,-0.74
2003-11-11,0.1024148571428571,0.0,0.52,0.0,1.8266666666666669,1.6977777777777778,-0.52
2003-11-12,0.1011034285714285,0.0,0.39,0.07142857142857142,1.8633333333333333,1.7233333333333332,-0.39
2003-11-13,0.0994988571428571,0.0,0.33,0.2285714285714286,1.853333333333333,1.7233333333333332,-0.33
2003-11-14,0.0968142857142857,0.0,0.41,0.31428571428571433,1.8833333333333333,1.7866666666666668,-0.41
2003-11-15,0.0966445714285714,0.5,0.49,1.0571428571428572,1.646666666666667,1.8311111111111111,0.010000000000000009
2003-11-16,0.0995142857142857,1.1,0.37,2.914285714285714,1.6333333333333333,1.8311111111111111,0.7300000000000001
2003-11-17,0.1068891428571428,0.6000000000000001,0.21,3.8285714285714287,1.6133333333333335,1.8299999999999998,0.3900000000000001
